#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:10:27 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:10:28	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJ/900/124/table1&-order=I&-out=Seq&-out=Name&-out=PGC&-out=fGroup&-out=Dist&-out=DDist&-out=AvgDist&-out=GDist&-out=RAJ2000&-out=DEJ2000&-out.all=2&-out=Class&-out=HType&-out=NUV-B&-out=logMgal&-out=logSFR&-out=Sigma&-out=e_Sigma&-out=logLHa&-out=n_logLHa&-out=logMBHsig&-out=b_logMBHsig&-out=B_logMBHsig&-out=logMBHgal&-out.all=2&-out=b_logMBHgal&-out=B_logMBHgal&-out=NH0&-out=PapI&-out=ObsID&-out=Inst&-out=Exp&-out=Offset&-out=fAGN&-out=H0&-out=e_H0&-out=H1&-out=e_H1&-out.all=2&-out=H2&-out=e_H2&-out=NH-HR&-out=b_NH-HR&-out=B_NH-HR&-out=F2-10keV&-out=b_F2-10keV&-out=B_F2-10keV&-out=logLXlim&-out=logLX&-out=b_logLX&-out=B_logLX&-out=logEdd&-out.all=2&-out=b_logEdd&-out=B_logEdd&-out=Model&-out=Norm1&-out=logL1&-out=Norm2&-out=logL2&-out=NH&-out=b_NH&-out=B_NH&-out=Gam&-out=b_Gam&-out=B_Gam&-out=Temp&-out=b_Temp&-out=B_Temp&-out=Chi2&-out=DOF&-out=Note&-out=SimbadName&-out=NED&NED=NED&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_19000124
#Name: J/ApJ/900/124
#Title: Galaxies within 150Mpc observed with Chandra (Bi+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/apj/900/124	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/900/124	    IVOID of underlying data collection
#INFO	creator=Bi S.	    First author or institution
#INFO	cites=bibcode:2020ApJ...900..124B	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/900/124	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.19000124	    Dataset identifier that can be used for citation
#INFO	publication_date=2022-10-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_900_124_table1:
#Name: J/ApJ/900/124/table1
#Title: General information for galaxies and AGNs in our sample
#Column	Seq	(I4)	[1/1964] Running sequence number	[ucd=meta.id]
#Column	Name	(a28)	Common name of the galaxy	[ucd=meta.id;meta.main]
#Column	PGC	(I7)	[101/3097920]? PGC number of the galaxy	[ucd=meta.id]
#Column	fGroup	(A1)	In Tully (2015, J/AJ/149/171) or not (Y=Yes; 1557 occurrences)	[ucd=meta.code]
#Column	Dist	(F6.2)	[0.03/149] Distance used in the catalog	[ucd=pos.distance;pos.heliocentric]
#Column	DDist	(F6.2)	[0.03/149]? Direct distance	[ucd=pos.distance;pos.heliocentric]
#Column	AvgDist	(F6.2)	[3.18/147]? Group mean direct distance	[ucd=pos.distance;pos.heliocentric]
#Column	GDist	(F6.2)	[0.86/218]? Group redshift distance (1)	[ucd=pos.distance;pos.heliocentric]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Class	(a9)	Nuclear spec. classification (2)	[ucd=meta.code.class]
#Column	HType	(a22)	Hubble type quoted in NED	[ucd=meta.note;src.morph.type]
#Column	NUV-B	(F5.2)	[0.4/7.3]? (NUV-B) color index (3)	[ucd=phot.color;em.UV;em.opt]
#Column	logMgal	(F5.2)	[7.7/11.9]? Log of host galaxy mass	[ucd=phys.mass]
#Column	logSFR	(F5.2)	[0.01/2.1]? Log of host star formation rate	[ucd=meta.id]
#Column	Sigma	(F5.1)	[4/478]? Central velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_Sigma	(F5.1)	[1/132]? Error of sigma	[ucd=stat.error]
#Column	logLHa	(F5.2)	[34.9/41.53]? Log of Halpha luminosity (4)	[ucd=phys.luminosity;em.line.Halpha]
#Column	n_logLHa	(A2)	Note of logLHa (5)	[ucd=meta.note]
#Column	logMBHsig	(F5.2)	[2.8/10.3]? Log of black hole mass (6)	[ucd=phys.mass]
#Column	b_logMBHsig	(F5.2)	[1.2/10.2]? Lower limit of logMBHsig	[ucd=phys.mass;stat.min]
#Column	B_logMBHsig	(F5.2)	[3.5/10.4]? Upper limit of logMBHsig	[ucd=phys.mass;stat.max]
#Column	logMBHgal	(F5.2)	[2.3/9.6]? Log of black hole mass (7)	[ucd=phys.mass]
#Column	b_logMBHgal	(F5.2)	[1.65/9]? Lower limit of logMBHgal	[ucd=phys.mass;stat.min]
#Column	B_logMBHgal	(F5.2)	[2.95/10.3]? Upper limit of logMBHgal	[ucd=phys.mass;stat.max]
#Column	NH0	(F7.4)	[0.0047/0.77] Galactic absorption	[ucd=phys.columnDensity]
#Column	PapI	(I3)	[1/719]? Galaxy number in Paper I (She+, 2017, J/ApJ/835/223)	[ucd=meta.id.cross]
#Column	ObsID	(I5)	[80/21091] Chandra observation ID	[ucd=meta.id;obs]
#Column	Inst	(A6)	Chandra instrument	[ucd=instr]
#Column	Exp	(F5.1)	[1/190] Exposure time of the observation	[ucd=time.duration;obs.exposure]
#Column	Offset	(F5.2)	[0.02/2.61]? Offset to galaxy center	[ucd=pos.angDistance;arith.diff]
#Column	fAGN	(A1)	AGN flag: Y=Yes	[ucd=meta.code]
#Column	H0	(F8.5)	[-1.01/0.98]? Hardness ratio H0 (8)	[ucd=phot.flux;arith.ratio]
#Column	e_H0	(F8.5)	[0.0014/1.17]? Error of H0	[ucd=stat.error]
#Column	H1	(F8.5)	[-0.74/0.88]? Hardness ratio H1 (8)	[ucd=phot.flux;arith.ratio]
#Column	e_H1	(F8.5)	[0.0028/0.84]? Error of H1	[ucd=stat.error]
#Column	H2	(F8.5)	[-0.77/0.98]? Hardness ratio H2 (8)	[ucd=phot.flux;arith.ratio]
#Column	e_H2	(F8.5)	[0.0014/1.15]? Error of H2	[ucd=stat.error]
#Column	NH-HR	(F5.2)	[0.01/12]? Extragalactic NH from HR (9)	[ucd=phys.columnDensity]
#Column	b_NH-HR	(F5.2)	[0/8.02]? Lower limit of NH-HR	[ucd=phys.columnDensity;stat.min]
#Column	B_NH-HR	(F5.2)	[0.01/26.4]? Upper limit of NH-HR	[ucd=phys.columnDensity;stat.max]
#Column	F2-10keV	(F8.2)	[0.04/46000]? Observed flux in 2-10keV	[ucd=phot.flux;em.X-ray]
#Column	b_F2-10keV	(F8.2)	[0.0/39000]? Lower limit of F2-10keV	[ucd=phot.flux;em.X-ray;stat.min]
#Column	B_F2-10keV	(F9.2)	[0.01/309221]? Upper limit of F2-10keV	[ucd=phot.flux;em.X-ray;stat.max]
#Column	logLXlim	(F5.2)	[32.26/41.5] Log 2-10keV limiting luminosity	[ucd=phys.luminosity;em.X-ray;stat.max]
#Column	logLX	(F5.2)	[35.94/45.7]? Log of 2-10keV luminosity	[ucd=phys.luminosity]
#Column	b_logLX	(F5.2)	[35.8/43.4]? Lower limit of LogLX	[ucd=phys.luminosity;stat.min]
#Column	B_logLX	(F5.2)	[30.48/44]? Upper limit of LogLX	[ucd=phys.luminosity;stat.max]
#Column	logEdd	(F5.2)	[-8/-0.25]? Log of Eddington ratio (10)	[ucd=phys.luminosity;arith.ratio]
#Column	b_logEdd	(F6.2)	[-46.31/0.54]? Lower limit of logEdd	[ucd=phys.luminosity;arith.ratio;stat.min]
#Column	B_logEdd	(F6.2)	[-46.12/43.77]? Upper limit of logEdd	[ucd=phys.luminosity;arith.ratio;stat.max]
#Column	Model	(a13)	? Best fit model (11)	[ucd=stat.param;meta.modelled]
#Column	Norm1	(F5.2)	[-6.2/-2.18]? Log power-law normalization (12)	[ucd=stat.fit.param]
#Column	logL1	(F6.2)	[-12.5/95]? Log power-law luminosity (13)	[ucd=phys.luminosity]
#Column	Norm2	(F5.2)	[-7.1/-0.97]? Log normalization of the 2nd component (12)	[ucd=stat.fit.param]
#Column	logL2	(F6.2)	[-27.1/43.3]? Log luminosity for the 2nd component (13)	[ucd=phys.luminosity]
#Column	NH	(F6.2)	[0/430]? Extragalactic absorption	[ucd=phys.columnDensity]
#Column	b_NH	(F6.2)	[0/360]? Lower limit of NH	[ucd=phys.columnDensity;stat.min]
#Column	B_NH	(F7.2)	[0.02/1685]? Upper limit of NH	[ucd=phys.columnDensity;stat.max]
#Column	Gam	(F5.2)	[0.35/4.3]? Power-law photon index	[ucd=meta.code;spect.index]
#Column	b_Gam	(F5.2)	[-3/3.2]? Lower limit of Gam (14)	[ucd=meta.note]
#Column	B_Gam	(F5.2)	[0.56/10]? Upper limit of Gam (14)	[ucd=meta.note]
#Column	Temp	(F5.2)	[0.02/80]? Temperature of mekal or bbody	[ucd=phys.temperature]
#Column	b_Temp	(F5.2)	[0.02/1.8]? Lower limit of Temp	[ucd=phys.temperature;stat.min]
#Column	B_Temp	(F5.2)	[0.03/3]? Upper limit of Temp	[ucd=phys.temperature;stat.max]
#Column	Chi2	(F5.1)	[0.2/654.3]? Chi-square	[ucd=stat.fit.chi2]
#Column	DOF	(I3)	[2/493]? Degree of freedom	[ucd=stat.fit.dof]
#Column	Note	(a13)	Note on luminosity (15)	[ucd=meta.note]
#Column	SimbadName	(a28)	Simbad column added by the CDS	[ucd=meta.id]
#Column	NED	(A3)	NED column added by the CDS	[ucd=meta.ref.url]
Seq	Name	PGC	fGroup	Dist	DDist	AvgDist	GDist	RAJ2000	DEJ2000	Class	HType	NUV-B	logMgal	logSFR	Sigma	e_Sigma	logLHa	n_logLHa	logMBHsig	b_logMBHsig	B_logMBHsig	logMBHgal	b_logMBHgal	B_logMBHgal	NH0	PapI	ObsID	Inst	Exp	Offset	fAGN	H0	e_H0	H1	e_H1	H2	e_H2	NH-HR	b_NH-HR	B_NH-HR	F2-10keV	b_F2-10keV	B_F2-10keV	logLXlim	logLX	b_logLX	B_logLX	logEdd	b_logEdd	B_logEdd	Model	Norm1	logL1	Norm2	logL2	NH	b_NH	B_NH	Gam	b_Gam	B_Gam	Temp	b_Temp	B_Temp	Chi2	DOF	Note	SimbadName	NED
 487	IC 1252                     	  59962	Y	123.50	      	123.50	128.86	17 15 50.38	+57 22 00.63	         	Sab                   	     	10.85	     	     	     	     	  	     	     	     	 7.31	 6.66	 7.96	 0.0222	   	 4194	ACIS-I	 47.3	 0.47	Y	 0.19891	 0.38498	 0.37016	 0.33424	 0.17189	 0.39224	 1.13	 0.30	 3.17	    0.34	    0.17	     0.60	39.85	40.08	39.46	40.66	-4.12	 -4.74	 -3.55	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 59962                   	NED
 488	IC 1262                     	  60479	Y	130.00	130.00	      	145.29	17 33 02.02	+43 45 34.53	         	E                     	 5.20	11.20	     	232.5	  9.6	     	  	 8.65	 8.55	 8.74	 8.86	 8.21	 9.51	 0.0178	   	 6949	ACIS-I	 38.6	 0.56	Y	-0.39434	 0.51576	 0.08345	 0.49812	-0.19647	 0.51095	 0.03	 0.17	 1.39	    0.76	    0.18	     1.85	40.12	40.19	39.53	40.82	-5.57	 -6.23	 -4.93	PL           	-5.18	 40.81	     	      	      	      	       	 2.56	 1.32	 3.86	     	     	     	  0.5	  6	Fit          	PGC 60479                   	NED
 489	IC 1263                     	  60481	Y	126.00	      	      	126.00	17 33 07.19	+43 49 19.54	         	SB                    	     	11.01	     	136.7	  6.6	     	  	 7.45	 7.34	 7.56	     	     	     	 0.0179	   	 6949	ACIS-I	 38.6	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.01	39.76	     	     	39.10	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 60481                   	NED
 490	IC 1291                     	  62049	 	 31.50	 31.50	      	      	18 33 52.57	+49 16 43.00	         	SB(s)dm?              	     	     	     	     	     	     	  	     	     	     	     	     	     	 0.0579	 46	12980	ACIS-S	  9.9	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.41	38.89	     	     	38.12	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 62049                   	NED
 491	IC 1435                     	  68320	Y	 86.70	 86.70	 86.70	 72.29	22 13 26.31	-22 05 48.11	         	Sb                    	     	10.90	     	     	     	     	  	     	     	     	     	     	     	 0.0258	   	 1479	ACIS-I	 20.5	     	 	        	        	        	        	        	        	     	     	     	        	        	     1.12	40.29	     	     	40.04	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 68320                   	NED
 492	IC 1459                     	  70090	Y	 28.70	 28.70	 28.70	 20.14	22 57 10.69	-36 27 44.90	L        	E3-4                  	 5.88	11.31	     	306.1	  7.8	     	  	 9.27	 9.21	 9.33	 8.99	 8.34	 9.64	 0.0112	 47	 2196	ACIS-S	 58.8	 1.27	Y	-0.46377	 0.01078	 0.18533	 0.01196	-0.19057	 0.01194	     	     	 0.44	   71.62	   68.06	    75.61	38.90	40.91	40.88	40.93	-4.99	 -5.01	 -4.97	PL           	-3.64	 41.14	     	      	  0.21	  0.19	   0.22	 1.86	 1.80	 1.93	     	     	     	212.7	198	Fit          	PGC 70090                   	NED
 493	IC 1473                     	  70633	 	 12.40	 12.40	      	      	23 11 05.41	+29 38 36.40	         	S0                    	     	     	     	 61.5	  3.2	     	  	 5.65	 5.53	 5.76	     	     	     	 0.0648	   	 7121	ACIS-S	  3.3	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.01	38.56	     	     	37.80	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 70633                   	NED
 494	IC 1505                     	  72133	Y	 86.40	 86.40	 92.07	 93.14	23 41 37.13	-03 33 53.68	         	                      	     	10.92	     	     	     	     	  	     	     	     	     	     	     	 0.0353	   	10570	ACIS-S	 18.9	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.05	39.67	     	     	39.38	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 72133                   	NED
 495	IC 1531                     	    684	Y	 86.80	 86.80	 86.80	107.14	00 09 35.52	-32 16 36.53	         	SAB0^- pec?           	 6.00	11.17	     	224.9	 21.6	     	  	 8.58	 8.35	 8.78	 8.81	 8.16	 9.46	 0.0169	   	 5783	ACIS-S	 39.5	 0.92	Y	-0.67547	 0.01535	-0.08622	 0.01921	-0.21422	 0.01897	     	     	 0.12	   25.95	   23.40	    28.39	39.38	41.37	41.33	41.41	-4.34	 -4.38	 -4.30	PL+ME        	-3.87	 41.80	-5.06	 40.32	  0.04	  0.02	   0.06	 2.20	 2.09	 2.31	 0.44	 0.30	 0.60	  1.2	131	Fit          	PGC 684                     	NED
 496	IC 1541                     	   1287	Y	 76.20	      	 76.20	 78.57	00 20 01.94	+21 59 58.86	         	                      	     	10.51	     	     	     	     	  	     	     	     	     	     	     	 0.0377	   	   80	ACIS-S	  1.1	     	 	        	        	        	        	        	        	     	     	     	        	        	         	40.58	     	     	     	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 1287                    	NED
 497	IC 1613                     	   3844	 	  0.70	  0.70	      	      	01 04 47.79	+02 07 04.00	         	IB(s)m                	     	     	     	     	     	     	  	     	     	     	     	     	     	 0.0242	 48	 5905	ACIS-S	 49.3	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.13	35.16	     	     	34.24	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 3844                    	NED
 498	IC 1622                     	   3997	Y	 86.14	      	      	 86.14	01 07 36.66	-17 32 19.04	         	S?c                   	     	10.62	     	     	     	     	  	     	     	     	 6.94	 6.29	 7.59	 0.0138	   	 7063	ACIS-S	 59.4	 0.82	Y	-0.26433	 0.15988	-0.05388	 0.15639	 0.07163	 0.15170	 0.39	 0.02	 1.06	    0.68	    0.45	     0.91	39.11	40.07	39.77	40.42	-3.77	 -4.07	 -3.42	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 3997                    	NED
 499	IC 1623B                    	   4008	Y	 86.14	      	      	 86.14	01 07 47.57	-17 30 25.04	         	                      	     	10.97	     	     	     	     	  	     	     	     	 7.50	 6.85	 8.15	 0.0138	   	 7063	ACIS-S	 59.4	 1.03	Y	 0.12493	 0.05697	 0.33795	 0.05294	 0.17366	 0.05628	 1.11	 0.55	 1.78	   10.46	    7.82	    12.67	39.02	40.99	40.90	41.07	-3.42	 -3.51	 -3.34	PL           	-5.04	 41.08	     	      	  0.68	      	       	 1.05	 0.66	 1.46	     	     	     	  1.9	 17	Fit          	PGC 4008                    	NED
 500	IC 1633                     	   4149	Y	 92.90	 92.90	107.10	 98.57	01 09 55.60	-45 55 52.38	         	cD1                   	     	11.70	     	357.7	 12.4	     	  	 9.62	 9.54	 9.70	     	     	     	 0.0192	   	 4971	ACIS-I	 24.8	     	 	        	        	        	        	        	        	     	     	     	        	        	     1.51	39.65	     	     	40.78	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 4149                    	NED
 501	IC 1687                     	   5074	Y	 64.60	      	 64.60	 66.14	01 23 19.12	+33 16 39.29	         	                      	     	10.42	     	166.5	 15.5	     	  	 7.90	 7.68	 8.10	     	     	     	 0.0527	   	 2882	ACIS-I	 43.6	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.61	39.57	     	     	39.31	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 5074                    	NED
 502	IC 1690                     	   5110	Y	 64.60	      	 64.60	 66.14	01 23 49.51	+33 09 22.21	         	                      	 6.44	10.33	     	148.4	 13.8	     	  	 7.64	 7.42	 7.84	     	     	     	 0.0526	   	 2882	ACIS-I	 43.6	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.46	39.32	     	     	39.04	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 5110                    	NED
 503	IC 1727                     	   6574	 	  7.45	  7.45	      	      	01 47 29.89	+27 20 00.10	T2/L2    	SB(s)m                	     	     	     	136.8	  9.2	38.16	  	 7.45	 7.30	 7.60	     	     	     	 0.0699	 49	 1634	ACIS-S	  1.7	     	 	        	        	        	        	        	        	     	     	     	        	        	     3.35	38.40	     	     	37.62	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 6574                    	NED
 504	IC 1729                     	   6598	Y	 16.71	      	      	 16.71	01 47 55.27	-26 53 31.99	         	SAB0^-(s)?            	     	 9.69	     	131.2	  2.4	     	  	 7.36	 7.32	 7.40	 8.44	 7.79	 9.09	 0.0151	   	11349	ACIS-S	  5.4	 0.40	Y	-0.12602	 0.24964	 0.43648	 0.16808	-0.06352	 0.24379	     	     	 1.58	    2.02	    1.00	     3.58	38.59	39.25	38.84	39.72	-6.09	 -6.51	 -5.62	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 6598                    	NED
 505	IC 1802                     	   9462	Y	131.00	131.00	131.50	135.43	02 29 13.99	+23 04 57.99	         	S0?                   	     	11.47	     	     	     	     	  	     	     	     	 9.21	 8.56	 9.86	 0.0835	   	17060	ACIS-S	 16.8	 0.37	Y	-0.84742	 0.13992	 0.17038	 0.15268	-0.48995	 0.15690	     	     	 0.01	    0.75	    0.39	     1.29	40.05	41.00	40.69	41.23	-5.12	 -5.42	 -4.89	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 9462                    	NED
 506	IC 1816                     	   9634	Y	 66.00	      	 66.00	 68.00	02 31 51.01	-36 40 19.25	S2       	SB(r)ab pec?          	 3.24	10.79	 0.07	     	     	     	  	     	     	     	 8.17	 7.52	 8.82	 0.0258	   	14035	ACIS-I	  5.0	 0.93	Y	 0.12067	 0.10961	 0.13029	 0.10934	 0.26858	 0.10459	 0.81	 0.24	 1.62	   32.95	   26.82	    39.11	40.28	41.83	41.58	42.15	-3.25	 -3.50	 -2.92	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 9634                    	NED
 507	IC 1860                     	  10707	Y	 97.70	 97.70	 97.13	 98.71	02 49 33.88	-31 11 21.95	         	E4                    	 5.79	11.39	     	239.1	 24.2	     	  	 8.71	 8.47	 8.93	     	     	     	 0.0239	   	10537	ACIS-S	 37.3	     	 	        	        	        	        	        	        	     	     	 0.72	        	        	     0.68	39.94	     	     	40.52	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 10707                   	NED
 508	IC 1880                     	  11656	Y	141.71	      	      	141.71	03 06 28.48	-09 43 51.87	         	SA0^- pec?            	     	11.47	     	     	     	     	  	     	     	     	 8.77	 8.12	 9.42	 0.0677	   	 9389	ACIS-I	 10.1	 0.56	Y	-0.72045	 0.14252	 0.22297	 0.14218	-0.40966	 0.15648	     	     	 0.03	    1.55	    0.81	     2.66	40.64	41.05	40.71	41.30	-4.63	 -4.97	 -4.38	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 11656                   	NED
 509	IC 1919                     	  12825	Y	 19.60	 19.60	 19.11	 19.43	03 26 02.25	-32 53 40.53	         	SA0^-(rs)?            	 5.93	 9.44	     	 52.7	  4.9	     	  	 5.30	 5.08	 5.50	     	     	     	 0.0122	   	18130	ACIS-S	  4.8	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.01	38.78	     	     	38.23	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 12825                   	NED
 510	IC 2006                     	  14077	Y	 20.00	 20.00	 19.11	 19.43	03 54 28.43	-35 58 01.76	         	(R)SA0^-              	 5.95	10.30	     	120.6	  1.9	     	  	 7.17	 7.13	 7.20	     	     	     	 0.0112	   	18124	ACIS-S	  4.5	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.01	38.83	     	     	38.50	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 14077                   	NED
 511	IC 2163                     	  18751	Y	 35.40	 35.40	 36.27	 40.00	06 16 28.01	-21 22 33.10	         	SB(rs)c pec           	     	10.77	     	     	     	     	  	     	     	     	     	     	     	 0.0881	 50	11228	ACIS-S	 12.9	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.54	38.93	     	     	38.13	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 18751                   	NED
 512	IC 2174                     	  20252	Y	 32.20	      	 32.20	 54.14	07 09 05.61	+75 21 10.85	         	(R')SB(r)a?           	 2.99	 9.97	     	     	     	     	  	     	     	     	     	     	     	 0.0491	   	10548	ACIS-S	 10.1	     	 	        	        	        	        	        	        	     	     	     	        	        	     2.43	39.26	     	     	38.77	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 20252                   	NED
 513	IC 225                      	   9283	 	 20.90	 20.90	      	      	02 26 28.25	+01 09 37.50	         	E                     	 2.85	     	     	     	     	     	  	     	     	     	     	     	     	 0.0273	 38	11351	ACIS-S	  7.5	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.54	38.65	     	     	37.86	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 9283                    	NED
 514	IC 2293                     	  23352	 	 72.90	 72.90	      	      	08 19 32.08	+21 23 39.43	         	S?                    	 3.13	     	     	     	     	     	  	     	     	     	     	     	     	 0.0397	   	 7931	ACIS-I	 29.7	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.40	39.49	     	     	39.40	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 23352                   	NED
 515	IC 2341                     	  23552	Y	 76.40	 76.40	 79.65	 72.86	08 23 41.42	+21 26 04.88	         	S0^-?                 	 5.78	10.76	     	146.9	 13.7	     	  	 7.61	 7.39	 7.81	 8.27	 7.62	 8.92	 0.0414	   	 7937	ACIS-I	 29.6	 0.65	Y	-0.09760	 0.28099	-0.29412	 0.28951	 0.29478	 0.24566	 0.47	 0.03	 1.59	    1.31	    0.85	     1.91	39.57	40.35	39.96	40.76	-4.82	 -5.21	 -4.41	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	HR           	PGC 23552                   	NED
 516	IC 2387                     	  24299	Y	 90.80	 90.80	 90.80	115.43	08 38 34.01	+30 47 55.44	         	Scd?                  	 2.24	10.60	     	     	     	     	  	     	     	     	     	     	     	 0.0382	   	12817	ACIS-I	  4.9	     	 	        	        	        	        	        	        	     	     	     	        	        	     3.67	40.29	     	     	40.10	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 24299                   	NED
 517	IC 239                      	   9899	Y	 14.20	 14.20	      	 10.00	02 36 27.83	+38 58 08.60	L2||     	SAB(rs)cd             	     	 9.91	     	 92.3	 10.7	36.74	  	 6.56	 6.29	 6.81	     	     	     	 0.0530	 39	 7131	ACIS-S	  4.5	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.91	38.54	     	     	37.71	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 9899                    	NED
 518	IC 2393                     	  24669	Y	 81.90	 81.90	 81.90	 95.29	08 46 49.16	+28 10 16.50	         	E                     	     	10.97	     	     	     	     	  	     	     	     	     	     	     	 0.0401	   	17863	ACIS-I	 19.7	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.71	39.88	     	     	39.68	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 24669                   	NED
 519	IC 2450                     	  26218	Y	 27.57	      	      	 27.57	09 17 05.31	+25 25 45.14	         	S0?                   	 3.23	 9.63	     	     	     	     	  	     	     	     	     	     	     	 0.0347	   	17070	ACIS-S	  9.5	     	 	        	        	        	        	        	        	     	     	     	        	        	     0.01	38.79	     	     	38.20	     	      	      	             	     	      	     	      	      	      	       	     	     	     	     	     	     	     	   	G1.8         	PGC 26218                   	NED
 520	IC 2461                     	  26390	Y	 55.00	 55.00	 55.00	 35.71	09 19 58.03	+37 11 27.75	         	Sb                    	     	10.57	     	     	     	     	  	     	     	     	 6.86	 6.21	 7.51	 0.0107	   	16157	ACIS-I	  5.1	 0.90	Y	 0.92233	 0.01855	 0.03888	 0.06521	 0.92216	 0.01857	 6.31	 4.51	 8.00	  179.02	   57.14	   198.09	39.84	41.84	41.73	42.04	-1.92	 -2.03	 -1.72	PL+G         	-3.54	 42.00	     	      	      	      	  12.94	 1.40	 0.35	 3.59	     	     	     	  1.5	  9	Fit          	PGC 26390                   	NED
