#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:42:08 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:42:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-out.src=J/MNRAS/483/5554/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/483/5554/catalog&-out=SrcID&-out=IAUName&-out=OBS-ID&-out=MJD-Start&-out=RAJ2000&-out=DEJ2000&-out=CREP8&-out=EPHR1&-out=EPHR2&-out=EPHR3&-out=EPHR4&-out=NameRC3&-out=RV&-out=BTmag&-out=T&-out=FIRmag&-out=H21mag&-out=HI&-out=NameNED&-out=zNED&-out=DistBest&-out=EP8L&-out=IN-W11&-out=IS-COM39&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74835554
#Name: J/MNRAS/483/5554
#Title: Non-nuclear X-ray sources in nearby galaxies (Earnshaw+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/mnras/483/5554	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/483/5554	    IVOID of underlying data collection
#INFO	creator=Earnshaw H.P.	    First author or institution
#INFO	cites=bibcode:2019MNRAS.483.5554E	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/483/5554	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74835554	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_483_5554_catalog:
#Name: J/MNRAS/483/5554/catalog
#Title: Extragalactic X-ray source catalogue
#Column	SrcID	(I6)	3XMM Source ID (SRCID)	[ucd=meta.id;meta.main]
#Column	IAUName	(A21)	3XMM IAU Name (IAUNAME)	[ucd=meta.id]
#Column	OBS-ID	(A10)	3XMM observation identification (OBS_ID)	[ucd=meta.id;obs.param;obs]
#Column	MJD-Start	(F10.4)	3XMM MJD date of start of observation (MJD_START)	[ucd=time.epoch]
#Column	RAJ2000	(F9.5)	3XMM corrected detection Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	3XMM corrected detection Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	CREP8	(F9.6)	3XMM mean 0.2-12keV count rate (EP_8_RATE)	[ucd=phot.count;em.X-ray]
#Column	EPHR1	(F9.6)	? 3XMM mean hardness ratio, bands 1 and 2 (EP_HR1)	[ucd=phot.flux;stat.mean]
#Column	EPHR2	(F9.6)	? 3XMM mean hardness ratio, bands 2 and 3 (EP_HR2)	[ucd=phot.flux;stat.mean]
#Column	EPHR3	(F9.6)	? 3XMM mean hardness ratio, bands 3 and 4 (EP_HR3)	[ucd=phot.flux;stat.mean]
#Column	EPHR4	(F9.6)	? 3XMM mean hardness ratio, bands 4 and 5 (EP_HR4)	[ucd=phot.flux;stat.mean]
#Column	NameRC3	(a11)	RC3/LV host galaxy name (NAME)	[ucd=meta.id]
#Column	RV	(I5)	RC3 mean radial velocity (RADIAL_VELOCITY)	[ucd=phys.veloc;pos.heliocentric]
#Column	BTmag	(F9.6)	? RC3 total magnitude in B system (BT_MAG)	[ucd=phot.mag;em.opt.B]
#Column	T	(F10.6)	RC3/LV mean numerical Hubble stage (HUBBLE_STAGE)	[ucd=src.morph.type;stat.mean]
#Column	FIRmag	(F9.6)	? RC3 far infrared magnitude from IRAS (FAR_IR_MAG)	[ucd=phot.mag;em.IR]
#Column	H21mag	(F9.6)	? RC3 HI 21-cm emission-line magnitude (H_21CM_MAG)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	HI	(F9.6)	? RC3 corrected neutral hydrogen index (H_INDEX_CORR)	[ucd=phot.color]
#Column	NameNED	(a24)	NED galaxy name (NAME_NED)	[ucd=meta.id]
#Column	zNED	(F9.6)	? NED redshift (REDSHIFT_NED)	[ucd=src.redshift;pos.heliocentric]
#Column	DistBest	(F10.6)	Best distance measurement out of Dist, DistNED, DistNBG and DistNEDD (DISTANCE_BEST) (1)	[ucd=pos.angDistance]
#Column	EP8L	(D21.14)	Detection luminosity calculated from FluxEP8 and DistBest (EP_8_LUMINOSITY)	[ucd=phys.luminosity;em.X-ray]
#Column	IN-W11	(I1)	Flag true if source in Walton et al. 2011 (Cat. J/MNRAS/416/1844) (IN_W11)	[ucd=meta.code]
#Column	IS-COM39	(I1)	Flag true if source in subsample complete to 10^39^erg/s (IS_COMPLETE_39)	[ucd=meta.code]
SrcID	IAUName	OBS-ID	MJD-Start	RAJ2000	DEJ2000	CREP8	EPHR1	EPHR2	EPHR3	EPHR4	NameRC3	RV	BTmag	T	FIRmag	H21mag	HI	NameNED	zNED	DistBest	EP8L	IN-W11	IS-COM39
114246	3XMM J003312.9+482950	0204790201	53004.8128	008.30385	+48.49744	 0.003289	 0.940929	-0.088432	-0.981630	 0.547045	NGC 147    	 -160	10.470000	 -5.000000	 0.000000	 0.000000	 0.000000	NGC 0147                	-0.000644	  0.714545	 3.83739894702598e+35	0	1
114238	3XMM J003313.3+482611	0204790201	53004.8128	008.30576	+48.43652	 0.005075	 0.607796	 0.133259	-0.234765	-0.976106	NGC 147    	 -160	10.470000	 -5.000000	 0.000000	 0.000000	 0.000000	NGC 0147                	-0.000644	  0.714545	 4.66967460238926e+35	0	1
114282	3XMM J003322.0+483327	0204790201	53004.8128	008.34182	+48.55754	 0.009414	 0.374659	 0.337554	-0.049591	-0.666662	NGC 147    	 -160	10.470000	 -5.000000	 0.000000	 0.000000	 0.000000	NGC 0147                	-0.000644	  0.714545	 9.75641243186503e+35	0	1
114267	3XMM J003324.6+482751	0204790201	53004.8128	008.35292	+48.46424	 0.006628	 0.963619	-0.134633	-0.815948	-1.000000	NGC 147    	 -160	10.470000	 -5.000000	 0.000000	 0.000000	 0.000000	NGC 0147                	-0.000644	  0.714545	 4.51806022785745e+35	0	1
114163	3XMM J003330.2+483049	0204790201	53004.8128	008.37610	+48.51388	 0.003259	 0.085874	 0.800546	-0.036590	-0.932944	NGC 147    	 -160	10.470000	 -5.000000	 0.000000	 0.000000	 0.000000	NGC 0147                	-0.000644	  0.714545	 3.35982531237752e+35	0	1
114154	3XMM J003338.7+483340	0204790201	53004.8128	008.41137	+48.56112	 0.004829	 0.617441	 0.523544	-0.854256	-0.647432	NGC 147    	 -160	10.470000	 -5.000000	 0.000000	 0.000000	 0.000000	NGC 0147                	-0.000644	  0.714545	 3.04448563150518e+35	0	1
113227	3XMM J003739.2-334249	0200800101	53353.8598	009.41347	-33.71373	 0.002846	 0.722823	 0.976166	 0.081033	-0.197214	A 0035-34  	 9072	 0.000000	  0.000000	13.460000	14.930000	 0.000000	ESO 350- G 040          	 0.030187	120.666664	 2.22236767336307e+40	0	0
 41140	3XMM J003742.4-334249	0200800201	53511.4753	009.42693	-33.71374	 0.002311	 0.741132	-0.174081	-0.858884	 0.322708	A 0035-34  	 9072	 0.000000	  0.000000	13.460000	14.930000	 0.000000	ESO 350- G 040          	 0.030187	120.666664	 4.04754667059947e+39	1	0
 41140	3XMM J003742.4-334249	0200800101	53353.8598	009.42672	-33.71391	 0.003187	 0.660429	-0.685759	 0.013869	-0.710326	A 0035-34  	 9072	 0.000000	  0.000000	13.460000	14.930000	 0.000000	ESO 350- G 040          	 0.030187	120.666664	 5.19417334374680e+39	1	0
112841	3XMM J003830.1+481928	0652210101	55557.7937	009.62581	+48.32471	 0.001699	-1.000000	 1.000000	 0.892231	 0.054403	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 5.88202479323719e+35	0	1
112887	3XMM J003840.5+482231	0652210101	55557.7937	009.66884	+48.37539	 0.002045	 0.596803	 0.380502	-0.260035	-0.652392	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 1.98141881269313e+35	0	1
116361	3XMM J003841.9+482031	0652210101	55557.7937	009.67481	+48.34216	 0.002571	 0.729235	 0.104262	 0.555209	-0.615176	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 3.36526843306629e+35	0	1
116368	3XMM J003842.6+481751	0652210101	55557.7937	009.67791	+48.29754	 0.001119	 0.019066	 0.718428	-0.847805	 0.004507	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 5.38327574892554e+34	0	1
116370	3XMM J003843.1+481957	0652210101	55557.7937	009.67974	+48.33260	 0.001624	 0.577460	-0.497190	 0.826687	-0.357953	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 3.13840645445747e+35	0	1
 50865	3XMM J003845.2+481537	0652210101	55557.7937	009.68884	+48.26052	 0.009253	-0.893346	-0.447317	-0.986515	 0.688944	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 3.70386018674102e+35	0	1
 50865	3XMM J003845.2+481537	0204790301	53013.5938	009.68796	+48.26050	 0.011445	-0.999791	-1.000000	 1.000000	 0.997139	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 6.13740464315568e+35	0	1
 50629	3XMM J003846.7+481827	0652210101	55557.7937	009.69494	+48.30759	 0.003044	 0.866269	 0.569238	 0.029055	-0.546272	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 4.13529714138732e+35	0	1
 50629	3XMM J003846.7+481827	0204790301	53013.5938	009.69497	+48.30718	 0.005218	 1.000000	 0.193310	 0.147139	-0.952085	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 5.30900322745066e+35	0	1
116413	3XMM J003849.0+482257	0652210101	55557.7937	009.70438	+48.38261	 0.001253	 0.612834	 0.688601	 0.378651	-0.222070	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 2.58984781097382e+35	0	1
116381	3XMM J003849.8+481912	0652210101	55557.7937	009.70792	+48.32017	 0.001141	-0.174896	 0.932254	 0.326509	-0.394200	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 2.26975371608906e+35	0	1
116390	3XMM J003852.0+481710	0652210101	55557.7937	009.71700	+48.28637	 0.001023	 0.377324	 0.403330	-0.666877	 0.081544	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 6.89077960588649e+34	0	1
116290	3XMM J003855.1+481714	0652210101	55557.7937	009.72985	+48.28727	 0.002457	 1.000000	 0.948322	 0.228291	-0.608212	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 4.07725601488575e+35	0	1
116254	3XMM J003856.9+482502	0652210101	55557.7937	009.73709	+48.41742	 0.001277	 0.513484	 0.305869	 0.741294	-0.014864	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 3.98053144528479e+35	0	1
116292	3XMM J003858.4+482521	0652210101	55557.7937	009.74353	+48.42256	 0.002045	 0.691556	 0.641732	-0.191231	 0.056972	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 4.02515482575779e+35	0	1
116316	3XMM J003859.0+482253	0652210101	55557.7937	009.74599	+48.38163	 0.001434	 0.136810	 0.792628	 0.178213	-0.585328	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 2.13191290424439e+35	0	1
116325	3XMM J003900.6+481917	0652210101	55557.7937	009.75251	+48.32159	 0.001130	-0.295176	 0.886775	-0.175470	-0.531366	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 1.19249052613640e+35	0	1
116326	3XMM J003901.6+481946	0652210101	55557.7937	009.75684	+48.32948	 0.000730	-0.925014	 0.953596	-1.000000	 1.000000	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 2.64313964788524e+34	0	1
 32643	3XMM J003902.4+482410	0652210101	55557.7937	009.76029	+48.40291	 0.130070	 0.645564	 0.188357	-0.453244	-0.579004	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 1.12760042412061e+37	0	1
 32643	3XMM J003902.4+482410	0204790301	53013.5938	009.76061	+48.40301	 0.137896	 0.716573	 0.093240	-0.569205	-0.763594	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 1.02669979123265e+37	0	1
116301	3XMM J003902.5+482524	0204790301	53013.5938	009.76051	+48.42341	 0.006840	 0.842056	 0.686919	-0.329250	-0.012892	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 1.21634508903467e+36	0	1
116295	3XMM J003902.6+481911	0652210101	55557.7937	009.76114	+48.31988	 0.001690	 0.477903	 0.211381	-0.017447	-0.668421	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 1.30892404630669e+35	0	1
116414	3XMM J003904.4+482244	0652210101	55557.7937	009.76873	+48.37894	 0.001283	 0.982468	 0.344569	-0.107090	-0.497645	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 1.44305617493127e+35	0	1
116524	3XMM J003904.6+481743	0652210101	55557.7937	009.76953	+48.29543	 0.000715	-1.000000	 1.000000	-0.741916	 0.495759	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 4.22048884691420e+34	0	1
116505	3XMM J003907.3+481641	0652210101	55557.7937	009.78055	+48.27830	 0.001849	-0.547088	 0.831673	 0.062322	-0.672958	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 1.97832327743339e+35	0	1
 44778	3XMM J003908.9+482441	0652210101	55557.7937	009.78735	+48.41156	 0.002424	 0.884324	 0.244249	-0.149577	-0.306138	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 2.51007792108871e+35	0	1
 44778	3XMM J003908.9+482441	0204790301	53013.5938	009.78707	+48.41159	 0.008788	 0.257964	 0.552382	 0.070347	-0.546747	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 9.35100823599666e+35	0	1
116536	3XMM J003910.9+482112	0652210101	55557.7937	009.79547	+48.35337	 0.001278	 0.669186	 0.177516	-0.622261	-1.000000	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 7.97410840619805e+34	0	1
 54932	3XMM J003911.2+482252	0652210101	55557.7937	009.79704	+48.38126	 0.004996	 0.755292	 0.852988	-0.069249	-0.202619	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 8.62567356594899e+35	0	1
371904	3XMM J003915.7+481951	0652210101	55557.7937	009.81581	+48.33087	 0.000971	-0.462099	-0.626675	-0.482089	 0.670201	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 8.80331334155746e+34	0	1
116550	3XMM J003918.6+482209	0652210101	55557.7937	009.82772	+48.36940	 0.001120	-1.000000	 1.000000	-1.000000	 1.000000	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 3.27368443126620e+34	0	1
116439	3XMM J003920.0+482241	0652210101	55557.7937	009.83342	+48.37830	 0.000970	-0.657458	-0.897306	 0.961776	 0.709771	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 8.92994776241765e+34	0	1
116486	3XMM J003926.2+482155	0652210101	55557.7937	009.85936	+48.36532	 0.002463	 0.873813	 0.663615	-0.118915	-0.640514	NGC 185    	 -251	10.100000	 -5.000000	13.660000	17.129999	 7.850000	NGC 0185                	-0.000674	  0.648000	 3.32643877939808e+35	0	1
